userId,username,totalPoints
23303515,"Dugyy",46.279822
5242158,"[Crz]Makii",45.969639
4980135,"Behwall",45.884962
11758404,"Belladonna",45.645478
6673228,"amax",45.597004
12215507,"Moonlit111",45.443186
8382196,"kodama",45.427529
25224927,"Cpk - The Wolf",45.337252
14035338,"Evernight",45.173956
673549,"flansl",45.055397
11415230,"Gambler",45.055397
5472693,"Agent5d",45.055397
18740749,"Dathian",44.946239
29545680,"kr__",44.891175
31406901,"3uma",44.878358
1629553,"choke enough",44.624682
7216556,"durex",44.466709
13266755,"Xiel",44.134021
11508042,"Ravene",44.074402
15389454,"tyty5180",43.992325
9869794,"BabyScylla",43.986437
8222366,"leny",43.750475
8655635,"Homutan",43.565602
3521482,"Willy",43.521328
5413624,"Hibiki",43.488330
12434652,"Gonzah",43.417640
11491079,"sagiiT",43.416835
7774709,"Gigi8974",43.356025
27243450,"Zecks",43.182359
4856562,"minus",43.016336
10640486,"Naigo",42.941488
10507706,"young leosia",42.738495
15720216,"Jay12310",42.697553
13510394,"Shima Rin Dango",42.565404
9436126,"Cocoamallows",42.501807
12598951,"dimchik",42.419865
17211525,"katalashka son",42.419865
14019207,"evankkk",42.419865
7547563,"Sebby",42.419865
23886866,"will smith",42.419865
20745442,"Stoochi",42.419865
28569876,"zeroly",42.419865
14671051,"Furamun",42.143807
16085078,"arekk",41.982581
10204748,"hrds",41.785321
8165181,"revoh",41.538155
7802027,"Skill",41.531218
14662944,"Berinjela Chan",41.370481
3673083,"Felrion",41.367549
8181420,"big snag",41.346582
10325072,"Oly9919",41.046070
35331553,"Flare is Freia",40.997875
20138434,"tutvta",40.953934
10662111,"VerreDeCafe",40.931482
11553201,"RafeuX",40.749307
15051132,"FaultlessPink",40.553889
5992551,"[Bau]",40.232052
17067266,"Midarna",40.037662
13016277,"iryl",39.949895
15910288,"hubbawubba",39.937784
6528747,"13roil",39.820043
1504556,"L4plus1",39.680901
14289060,"Warinn",39.679725
9768274,"Zralf",39.467666
15887523,"SinqHD",39.416602
25511941,"enterally",39.299674
7540631,"virtuoso",39.185881
8629003,"-Aiden on osu-",39.149675
10778261,"Razei",38.977848
14255887,"bashou",38.940207
2553519,"Camberos",38.933043
8901306,"C-L",38.691248
13935409,"Hardstcukc",38.643002
5563397,"chaotic_turtle",38.568583
11737265,"masik55",38.419992
6283858,"tan-",38.397215
6506107,"Rhythm blue",38.363944
15997508,"getenrou",38.341647
12045254,"XenoPenguino",38.329877
4633724,"toon",38.293784
2282047,"Risiing",38.276066
8646059,"UberFazz",38.223340
4585186,"Nopekjk",37.734630
15803185,"disperagioia",37.695791
10809844,"xymbii",37.556382
22986777,"shouponpon",37.514660
17145270,"TuanGMTM",36.989404
9523661,"Tabletti",36.921189
13207763,"Flameztear",36.774491
6376672,"4 Fun Gaymer",36.679423
18537849,"Kasperi",36.489854
13621727,"Flemes",36.466698
139670,"Vendemmia",36.333975
13560194,"CharlioM9",36.209108
4852013,"Monko2k",36.207414
10569381,"Pregnancy",36.147780
19659293,"Npoolyim",36.122771
18897621,"Xemtin",36.106812
11272510,"Anhydrous",36.051031
11120124,"Xqeer",35.929662
7825971,"Firiiu",35.900754
14795251,"ded24lol",35.900754
6772064,"zyRelik",35.900754
5144534,"Dawnwing",35.898754
3198446,"Sigmund Fraud",35.894224
16791995,"dewy",35.864803
4733185,"KonKonKinakoN",35.838042
8702650,"Isak-",35.822132
6955722,"mati12xxl",35.811939
2064831,"Optimism",35.787802
7477458,"Jordan The Bear",35.653077
14084387,"danialinoo",35.412235
6765641,"heikneuter",35.290092
11883100,"XimperiaL",35.185730
6695155,"Ankay",35.185730
13020346,"AbdulPlaysYT",35.185730
6541627,"disgo",35.185730
10958852,"lifetime",35.132477
11919665,"Hatted",35.107077
11113213,"Alyra",35.090234
14970132,"SaintSFT",34.924757
14184577,"KNa-",34.682167
11569142,"shNzg0d",34.556741
14936897,"-Hiikari-",34.543016
16786480,"- Yuuu -",34.543016
12529846,"Oxvenn",34.492767
4734244,"Informous",34.311828
6237416,"-Snowy-",34.311828
12890066,"jnao",34.237996
12137295,"jahkon",34.201597
12284608,"I7yTuH",34.106455
16314022,"MithiChang",34.030452
11749569,"Grippeh",33.797877
10728620,"Nyura",33.797877
6437601,"LoidKun",33.695179
1234432,"[RanYakumo]",33.666148
24018272,"BlaakCat",33.636455
13999629,"Cheriatric",33.536394
16716683,"taze",33.518117
10056419,"PaintedKoala",33.462577
9820792,"nightlywind",33.441362
7010761,"Kingling",33.431519
14361133,"Spacus",33.384694
7005392,"vingolobuna",33.302089
2922853,"suffix",33.291579
2303856,"Wieran",33.291579
6671641,"Tosen Jordan",33.291579
3072921,"Callionet",33.291579
